latitude,longitude,historic,start_date,ref:mhs,wikidata,name,heritage,mhs:inscription_date,wikipedia,left,right,top,bottom
44.890611,1.216167,building,C15,PA00082970,Q22988057,,2,1946-09-18 ,,1.215442,1.216892,44.891041,44.890181
45.05243,0.40595,,C20,PA24000028,Q22996179,Jardins du Chaufourg,3,2000-11-02 ,,0.405225,0.40667499999999995,45.05286,45.052
44.80294444,1.215861111,,,PA00082515,Q22919686,Grotte préhistorique dite Grotte de la Martine,2,1978-03-15 ,,1.2151361109999999,1.216586111,44.80337444,44.802514439999996
45.146519,0.529865,,C20,PA24000088,Q22996232,Monument aux morts de la guerre1914-1918,3,2014-10-21 ,,0.52914,0.53059,45.146949,45.146088999999996
44.81084,0.71928,,,PA24000058,Q22996200,Grotte préhistorique de la Cavaille,3,2007-01-31 ,,0.718555,0.720005,44.81127,44.81041
45.065,1.164138889,,C15,PA00082698,Q22920012,Hôpital,3,1949-08-22 ,,1.1634138889999999,1.164863889,45.06543,45.064569999999996
44.844306,0.779722,,C19,PA24000005,Q22674412,Canal de Lalinde (aqueduc et pont-déversoir de la Tuilerie de Villeneuve),3,1996-09-11 ,fr:Canal de Lalinde,0.778997,0.780447,44.844736000000005,44.843876
45.36354,0.6502,building,C14,PA00082412,Q22987578,,3,1929-06-25 ,,0.649475,0.650925,45.36397,45.36311
44.9405,1.0097,,,PA00082533,Q331409,Abri de Cro-Magnon,2,1957-01-09 ,fr:Abri de Cro-Magnon,1.008975,1.0104250000000001,44.94093,44.94007
45.586054,0.574889,,,PA00083015,Q1643811,Grotte dite de la Mairie,2,1910-04-04 ,fr:Grotte de la Mairie,0.574164,0.575614,45.586484,45.585623999999996
45.17836111,1.257611111,,,PA24000050,Q22996195,Grotte préhistorique de la Sudrie,3,2005-12-20 ,,1.2568861109999998,1.258336111,45.17879111,45.177931109999996
44.98247222,0.955888889,,,PA00082639,Q22919863,Gisement préhistorique de la Faurelie,2,1930-02-04 ,,0.955163889,0.956613889,44.98290222,44.98204222
44.890639,1.215,building,C15,PA00082968,Q22988054,,3,1944-03-08 ,,1.214275,1.2157250000000002,44.891069,44.890209
45.36597,0.55961,,,PA00082566,Q22919759,Gisement de Tabaterie (abri Brouillaud et abri Sondougne),2,1909-09-20 ,,0.5588850000000001,0.560335,45.3664,45.365539999999996
45.32965,0.59,,,PA24000013,Q22996168,Site de la grotte préhistorique des Bernoux,3,1997-06-17 ,,0.589275,0.590725,45.33008,45.32922
45.015056,0.448861,building,C18,PA00082579,Q17769832,Immeuble dit Maison Chastenet,3,1987-07-02 ,fr:Maison Chastenet (Issac),0.44813600000000003,0.449586,45.015486,45.014626
45.423919,1.253605,,,PA00083100,Q22988328,Ensemble des bâtiments du Rouveix (Paradinas),3,1992-03-17 ,,1.25288,1.2543300000000002,45.424349,45.423489
44.851257,1.20474,archaeological_site,megalith,PA00083070,Q22988290,Dolmen de Peyrelevade,2,1910-02-28 ,,1.2040149999999998,1.205465,44.851687,44.850826999999995
44.889556,1.216806,building,C16,PA00082975,Q22979301,Maison dite maison d'Anne de Dautrery,3,1962-05-29 ,,1.216081,1.2175310000000001,44.889986,44.889126
44.96533333,1.148944444,,C14,PA00083010,Q22988163,Ancien prieuré,3,1978-06-26 ,,1.148219444,1.1496694440000002,44.96576333,44.96490333
44.9284,1.0346,,,PA24000052,Q22996196,Grotte préhistorique de Cournazac,3,2006-03-20 ,,1.0338749999999999,1.035325,44.928830000000005,44.92797
45.184528,0.721361,building,C16,PA00082758,Q16008597,Maison Renaissance ou ancien hôtel de Lestrade dit aussi hôtel de la Joubertie,,,"fr:Hôtel de Lestrade (rue de la Sagesse, Périgueux)",0.720636,0.722086,45.184958,45.184098
44.68083,0.8945,,C13,PA00082654,Q22919872,"Ancienne grange aux dîmes, dite Maison du Chapître",3,1929-06-25 ,fr:Maison du Chapître (Montpazier),0.893775,0.8952249999999999,44.68126,44.6804
44.67993,0.89407,building,,PA00082673,Q22919947,,2,1904-12-21 ,,0.8933450000000001,0.894795,44.68036,44.6795
44.829889,0.702111,,C16,PA00083076,Q2845932,Anciennes papeteries,,,fr:Anciennes papeteries de Couze-et-Saint-Front,0.7013860000000001,0.702836,44.830319,44.829459
45.210944,0.673472,,,PA00082471,Q22919193,Abri de Raymonden I,2,1926-08-20 ,,0.672747,0.6741969999999999,45.211374,45.210513999999996
44.768999,0.767729,building,C14,PA00082344,Q22986684,Maison à cornière,3,1952-05-17 ,,0.767004,0.768454,44.769429,44.768569
45.364833,0.649389,building,C12,PA00082410,Q22987561,,3,1958-11-05 ,,0.648664,0.650114,45.365263,45.364402999999996
44.68014,0.89475,building,,PA00082658,Q22919877,,3,1962-01-02 ,,0.8940250000000001,0.895475,44.68057,44.67971
44.88897222,1.215083333,monastery,convent,PA00082926,Q3001625,Couvent de Sainte-Claire,3,1944-02-25 ,fr:Couvent Sainte-Claire (Sarlat-la-Canéda),1.2143583329999998,1.215808333,44.88940222,44.88854222
44.9745,1.324361111,building,C13,PA00082914,Q22987966,,2,1995-07-04 ,,1.323636111,1.325086111,44.97493,44.97407
44.769008,0.767179,building,C14,PA00082343,Q22986683,Maison à cornière,3,1952-05-17 ,,0.7664540000000001,0.767904,44.769438,44.768578
45.334563,0.594004,,,PA00082392,Q1440044,Gisement préhistorique,2,1980-11-25 ,fr:Fourneau-du-Diable,0.593279,0.594729,45.334993000000004,45.334133
44.9336,1.066,,,PA00082553,Q22919748,Grotte,3,1974-02-26 ,,1.065275,1.0667250000000001,44.93403,44.93317
44.89472222,0.978194444,,,PA00083074,Q17644673,Gisement en grotte du Roc de Marsal,3,1989-11-28 ,fr:Roc de Marsal,0.977469444,0.978919444,44.89515222,44.89429222
44.88869444,1.216694444,,C15,PA00082932,Q22987998,Ancien Evêché,3,1927-01-06 ,,1.215969444,1.2174194440000001,44.88912444,44.88826444
44.890472,1.218306,building,C14,PA00082944,Q22988015,,3,1944-02-25 ,,1.2175809999999998,1.219031,44.890902000000004,44.890042
45.05008333,1.177527778,,,PA00082694,Q22920009,Gisement préhistorique de La Balutie,2,1960-12-28 ,,1.1768027779999999,1.178252778,45.05051333,45.04965333
44.874028,1.104722,,C12,PA00082451,Q22919175,Ancien prieuré de Redon-Espic,2,1999-12-02 ,,1.103997,1.105447,44.874458000000004,44.873598
45.01775,1.156472222,,,PA00083048,Q22988246,Gisement de la Combe,2,1935-08-20 ,,1.155747222,1.1571972220000002,45.01818,45.01732
44.88838889,1.216472222,building,C17,PA00082953,Q22988038,,3,1948-11-29 ,,1.2157472219999998,1.217197222,44.88881889,44.88795889
45.008611,0.988056,,,PA00082788,Q550252,Grotte du Cro de Granville ornée de peintures et de gravures pariétales,2,1957-08-20 ,fr:Grotte de Rouffignac,0.9873310000000001,0.988781,45.009041,45.008181
44.945556,1.096944,,,PA00082632,Q122281,Abri du Cap-Blanc à Laussel,,,fr:Abri de Cap Blanc,1.0962189999999998,1.097669,44.945986000000005,44.945126
45.30233,0.536313,,,PA00082569,Q3107779,Gisement préhistorique de Rochereil ou Rochereuil,2,1952-04-01 ,fr:Gisement préhistorique de Rochereil,0.5355880000000001,0.537038,45.30276,45.301899999999996
44.84675,0.634361,,C19,PA24000009,Q22674417,"Canal de Lalinde (bassin de radoub, y compris son gril)",3,1996-09-11 ,fr:Canal de Lalinde,0.633636,0.6350859999999999,44.84718,44.84632
45.421833,0.838056,,C16,PA00082844,Q22987870,Ancien prieuré ou ancienne abbaye,,,fr:Prieuré de Saint-Jean-de-Côle,0.837331,0.838781,45.422263,45.421403
45.473301,0.615894,,C13,PA24000025,Q22996176,Ancienne résidence médiévale dite du Repaire,3,1999-04-29 ,,0.6151690000000001,0.616619,45.473731,45.472871
45.617222,0.659722,,C12,PA00082827,Q22987847,Restes du prieuré de Badeix,3,1938-06-18 ,,0.658997,0.660447,45.617652,45.616792
44.75298,0.85011,,,PA00082810,Q1113596,Gisement préhistorique,,,fr:Combe-Capelle,0.8493850000000001,0.850835,44.75341,44.75255
44.951667,0.937861,,,PA00082992,Q39656,Gisement préhistorique de la Ferrassie,2,1960-01-05 ,fr:La Ferrassie,0.937136,0.9385859999999999,44.952097,44.951237
44.67997,0.89469,building,,PA00082656,Q22919875,,2,1904-12-21 ,,0.893965,0.895415,44.6804,44.679539999999996
44.889611,1.216833,building,C18,PA00082976,Q22988061,,3,1944-02-15 ,,1.216108,1.2175580000000001,44.890041000000004,44.889181
44.99433333,1.052555556,,,PA00083034,Q22988214,Gisement préhistorique dit Abri Cellier au Ruth,2,1927-04-12 ,,1.0518305559999999,1.053280556,44.994763330000005,44.99390333
44.89011111,1.215222222,yes,C17,PA00082919,Q3320395,Chapelle des Pénitents Blancs,2,1944-03-14 ,fr:Chapelle des Pénitents blancs (Sarlat-la-Canéda),1.2144972219999999,1.215947222,44.89054111,44.88968111
45.182972,0.720139,building,C12,PA00082750,Q16008843,Maison ancienne dite Maison des Dames de la Foi ou ancien hôtel Arnaud de Laborie,2,2011-03-17 ,fr:Couvent des Dames de la Foi de Périgueux,0.719414,0.720864,45.183402,45.182542
44.851083,0.482583,,C17,PA00082378,Q22987423,Ancien Séminaire ou Petite Mission,3,1984-12-21 ,,0.481858,0.48330799999999996,44.851513000000004,44.850653
44.8886,1.2164,building,C18,PA00082986,Q22988099,Maison du 18e siècle,3,1946-08-23 ,,1.2156749999999998,1.217125,44.88903,44.888169999999995
44.79954,0.74758,,,PA00082399,Q22987501,Gisement des Champs-Blancs ou Jean-Blancs,2,1944-03-11 ,,0.746855,0.748305,44.79997,44.79911
44.957639,0.92175,,,PA00082413,Q1732840,Grotte de Bara-Bahau,2,1961-04-20 ,fr:Grotte de Bara-Bahau,0.921025,0.9224749999999999,44.958069,44.957209
44.7687,0.7676,building,C14,PA00082347,Q22986732,Maison à cornières,3,1952-05-17 ,,0.766875,0.7683249999999999,44.769130000000004,44.76827
45.186583,0.720111,castle,palace,PA24000015,Q2416265,Palais de Justice,3,1997-10-10 ,fr:Palais de justice de Périgueux,0.719386,0.7208359999999999,45.187013,45.186153
45.053889,1.170833,,,PA00082696,Q172125,Grotte de Lascaux,,,fr:Grotte de Lascaux,1.170108,1.171558,45.054319,45.053459
45.06608333,1.162972222,building,C16,PA00082702,Q22920018,Maison à galerie,,,,1.162247222,1.1636972220000001,45.06651333,45.065653329999996
44.96813889,1.029111111,,,PA00083036,Q551959,Gisement préhistorique de la Madeleine,2,1956-10-22 ,fr:Abri de la Madeleine,1.0283861109999999,1.029836111,44.96856889,44.96770889
44.889222,1.216861,building,C17,PA00082978,Q22988066,,3,1946-08-23 ,,1.2161359999999999,1.217586,44.889652,44.888791999999995
45.444889,0.484806,,,PA24000019,Q22996173,Grotte préhistorique dite de Fronsac,3,1997-07-22 ,,0.48408100000000004,0.485531,45.445319000000005,45.444459
45.321667,0.660833,archaeological_site,megalith,PA00083046,Q22988241,Mégalithe,3,1962-03-22 ,,0.660108,0.661558,45.322097,45.321236999999996
44.68035,0.89465,building,,PA00082661,Q22919884,,2,1904-12-21 ,,0.893925,0.8953749999999999,44.68078,44.679919999999996
44.88425,1.353528,building,C14,PA00082432,Q22987660,,2,1905-08-21 ,,1.352803,1.3542530000000002,44.88468,44.88382
45.145417,0.529167,building,C16,PA00082806,Q22987824,,3,1948-12-06 ,,0.5284420000000001,0.529892,45.145847,45.144987
44.82083333,1.252027778,yes,,PA00082512,Q2957493,"Chapelle monolithe de Caudon, cimetière gallo-romain et parcelle voisine A 1981 contenant des vestiges",3,1948-11-29 ,fr:Chapelle monolithe de Caudon,1.251302778,1.252752778,44.82126333,44.82040333
45.185,0.723361,building,C13,PA24000043,Q22996189,Maison médiévale,3,2004-10-08 ,,0.7226360000000001,0.724086,45.185430000000004,45.18457
45.3268,0.58949,,,PA24000012,Q22996167,Grotte du Trou de la Chèvre,3,1997-06-17 ,,0.588765,0.5902149999999999,45.32723,45.32637
44.6803,0.89466,building,,PA00082660,Q22919883,,2,1904-12-21 ,,0.893935,0.895385,44.680730000000004,44.67987
45.029222,0.512861,,C15,PA24000076,Q22996218,Hospice de Malrigou,3,2010-12-16 ,,0.512136,0.513586,45.029652,45.028791999999996
44.88972122,1.215305556,building,C17,PA00082939,Q22988011,Hôtel de Montméjat,3,1944-03-08 ,,1.2145805559999998,1.216030556,44.89015122,44.88929122
44.68019,0.89406,building,,PA00082676,Q22919988,,2,1904-12-21 ,,0.893335,0.8947849999999999,44.680620000000005,44.67976
44.88869444,1.216694444,,C15,PA00082936,Q22988008,Ancien Hôtel de Génis,3,1961-04-24 ,,1.215969444,1.2174194440000001,44.88912444,44.88826444
45.18275,0.719194,tower,yes,PA00082761,Q3533129,Tour Mataguerre,2,1840 ,fr:Tour Mataguerre,0.718469,0.719919,45.18318,45.18232
44.89016667,1.219138889,,C17,PA00082925,Q3001612,Ancien couvent de l'Ordre de Notre-Dame,,,fr:Couvent Notre-Dame (Sarlat-la-Canéda),1.2184138889999998,1.219863889,44.89059667,44.88973667
44.92752778,1.072055556,,,PA00082645,Q22919865,Grotte dite Sous le Grand Lac,3,1981-02-26 ,,1.071330556,1.072780556,44.92795778,44.92709778
45.472703,0.781374,building,C19,PA00082646,Q22919866,,3,1974-03-29 ,,0.780649,0.782099,45.473133000000004,45.472273
44.67987,0.89417,building,,PA00082670,Q22919896,,3,1962-01-02 ,,0.893445,0.894895,44.6803,44.67944
44.836056,0.7365,city_gate,C12,PA00082600,Q22919780,Porte des fortifications dite Porte Romaine,3,1946-10-05 ,,0.7357750000000001,0.737225,44.836486,44.835626
44.933,1.0729,,,PA24000048,Q22996193,Grotte préhistorique de Nancy,3,2005-12-20 ,,1.0721749999999999,1.073625,44.93343,44.93257
44.769412,0.766755,building,,PA00082352,Q22986940,,3,1952-05-17 ,,0.76603,0.7674799999999999,44.769842000000004,44.768982
44.68032,0.89404,building,,PA00082678,Q22919990,,2,1904-12-21 ,,0.893315,0.8947649999999999,44.68075,44.67989
45.365556,0.650333,building,C17,PA00082411,Q22987569,Maison voisine du pont,3,1931-01-12 ,,0.6496080000000001,0.651058,45.365986,45.365126
45.182111,0.712111,,,PA00082727,Q18736687,Vestiges de la citadelle gallo-romaine de Vésone,,,fr:Citadelle gallo-romaine de Vésone,0.7113860000000001,0.712836,45.182541,45.181681
44.842583,0.648861,,C19,PA24000010,Q22674416,"Canal de Lalinde (bassin de stationnement, y compris sa cale pavée)",3,1996-09-11 ,fr:Canal de Lalinde,0.648136,0.649586,44.843013,44.842152999999996
45.184611,0.721833,building,C16,PA00082755,Q16508847,Maison Renaissance,2,1889 ,fr:Maison Estignard,0.721108,0.7225579999999999,45.185041,45.184180999999995
44.802972,1.2145278,building,C15,PA00082519,Q22919720,Hôtel du Gouverneur,3,1949-03-23 ,,1.2138027999999998,1.2152528,44.803402,44.802541999999995
45.371333,0.643444,yes,C12,PA00082409,Q22987555,Vestiges de l'ancienne église Saint-Pardoux-de-Faix ou du Petit-Saint-Pardoux,3,1949-08-22 ,,0.642719,0.644169,45.371763,45.370903
44.86572222,1.27525,,,PA00083088,Q22988309,Cabane en pierre sèche de Peyremole,3,1991-12-27 ,,1.274525,1.275975,44.866152220000004,44.86529222
44.68008,0.89408,building,,PA00082675,Q22919987,,2,1961-10-23 ,,0.893355,0.894805,44.68051,44.679649999999995
45.300278,0.538639,,,PA24000056,Q22996197,Gisement préhistorique du Pont d'Ambon,3,2007-02-27 ,,0.537914,0.539364,45.300708,45.299848
44.8904,1.2161,building,C17,PA00082971,Q22920034,,3,1962-06-06 ,,1.2153749999999999,1.216825,44.89083,44.88997
45.3523,0.6252,,C10,PA00082406,Q22987532,Cluzeau de Chambrebrune,3,1988-02-01 ,,0.624475,0.625925,45.35273,45.35187
45.22616,0.87786,,,PA24000011,Q22996165,Grotte préhistorique de Combe Saunière,3,1996-10-04 ,,0.877135,0.878585,45.22659,45.22573
44.691417,0.733583,building,C14,PA00083081,Q22988302,Maison à empilage de poutres de Saint-Germain,2,1997-10-21 ,fr:Maisons à empilage du Nord-Agenais,0.732858,0.734308,44.691847,44.690987
44.846806,0.631889,,C19,PA24000007,Q22674418,"Canal de Lalinde (groupe des écluses, y compris le bassin de croisement, ponts supérieur et inférieur, façades et toitures des maisons éclusières aval et amont, lieudit Tuilières)",3,1996-09-11 ,fr:Canal de Lalinde,0.6311640000000001,0.632614,44.847236,44.846376
44.72955,0.60671,building,C15,PA00082582,Q22919769,Maison gothique,3,1946-06-26 ,,0.605985,0.607435,44.729980000000005,44.72912
44.67983,0.89442,building,,PA00082669,Q22919894,,3,1962-01-02 ,,0.893695,0.895145,44.680260000000004,44.6794
44.67987,0.89428,building,,PA00082671,Q22919897,,3,1962-01-02 ,,0.893555,0.8950049999999999,44.6803,44.67944
44.77622222,1.008555556,,C16,PA00082366,Q22987309,Restes de l'hôtel Bontemps,3,1948-12-06 ,fr:Hôtel Bontemps,1.0078305559999998,1.009280556,44.77665222,44.77579222
44.889167,1.217667,building,C16,PA00082958,Q22988044,,3,1946-08-23 ,,1.216942,1.2183920000000001,44.889597,44.888737
44.84025,1.14388889,,C14,PA00082382,Q22987431,Restes de l'ancien couvent de Beynac,3,1933-04-11 ,,1.1431638899999998,1.14461389,44.84068,44.839819999999996
45.337083,1.049028,building,C18,PA00082528,Q22919733,Maison du 18e siècle,3,1948-09-27 ,,1.048303,1.0497530000000002,45.337513,45.336653
44.890167,1.216889,building,C16,PA00082974,Q22920041,,3,1963-09-11 ,,1.216164,1.2176140000000002,44.890597,44.889737
44.6799,0.8946,building,,PA00082667,Q22919891,,2,1904-12-21 ,,0.893875,0.8953249999999999,44.680330000000005,44.67947
44.93138889,1.069111111,,,PA24000049,Q22996194,Grotte préhistorique du Bison,3,2005-12-20 ,,1.068386111,1.069836111,44.93181889,44.93095889
45.465519,0.606043,,,PA00083075,Q22988298,Gisement en grotte de la Font-Bargeix,3,1989-11-28 ,,0.605318,0.606768,45.465949,45.465089
44.83561111,1.173,,,PA00083060,Q22988273,Grotte du Roc,2,1927-05-16 ,,1.172275,1.1737250000000001,44.836041110000004,44.83518111
45.06408333,1.162833333,building,C19,PA24000078,Q22996221,Maison Duchêne,3,2011-12-12 ,,1.162108333,1.1635583330000001,45.064513330000004,45.06365333
44.88869444,1.215694444,building,C15,PA00082959,Q22988045,,3,1944-02-26 ,,1.2149694439999998,1.216419444,44.88912444,44.88826444
44.808472,1.159861,,,PA24000014,Q22996169,Falaise du Conte,3,1997-01-30 ,,1.159136,1.1605860000000001,44.808902,44.808042
44.9436,1.0422,,,PA00082547,Q22919744,Grotte des Combarelles II,3,1943-09-24 ,fr:Grotte des Combarelles,1.041475,1.042925,44.944030000000005,44.94317
44.890194,1.218,building,C15,PA00082951,Q22988032,Immeuble ou Hôtel des Mirepoises,3,1962-02-05 ,,1.2172749999999999,1.218725,44.890624,44.889764
47.2336,6.0224,building,C18,PA00101562,Q22952917,,3,1937-10-22 ,,6.021675,6.023125,47.234030000000004,47.23317
47.2208,6.0049,,C17,PA00101459,Q17566267,Caborde,3,1980-11-13 ,fr:Caborde de Velotte,6.004175,6.005625,47.22123,47.220369999999996
47.511059,6.797691,building,C18,PA00101678,Q3145675,Maison Rossel,3,1932-04-25 ,fr:Hôtel Sponeck,6.796966,6.7984160000000005,47.511489000000005,47.510629
47.241041,6.018099,building,C16,PA00101558,Q22952913,,3,1937-10-18 ,,6.017374,6.018824,47.241471000000004,47.240611
47.2468,5.9898,,C19,PA25000047,Q844282,Observatoire,,,fr:Observatoire de Besançon,5.989075,5.990525,47.24723,47.24637
47.2393,6.0155,,,PA00101456,,Arènes romaines et chapelle Saint-Jacques dans la caserne Condé,,,,6.014775,6.016225,47.23973,47.23887
47.206892,5.985578,,,PA25000079,Q17566276,"Caborde sur la colline de Planoise, aux Equeugniers",3,2013-05-06 ,,5.984853,5.986303,47.207322000000005,47.206462
47.2395,6.0235,building,,PA00101504,Q3146276,Hôtel de Montureux,,,fr:Hôtel de Montureux,6.022775,6.024225,47.23993,47.23907
47.233037,6.027785,building,C18,PA00101604,Q22952962,,3,1941-12-04 ,,6.02706,6.02851,47.233467000000005,47.232607
47.239378,6.023338,building,,PA00101556,Q22952911,,,,,6.022613,6.024063,47.239808000000004,47.238948
47.2404,6.022,yes,C18,PA00101479,Q3116471,Grenier de la ville,,,fr:Grenier de la ville de Besançon,6.021275,6.022725,47.24083,47.23997
47.22677,6.01295,,C17,PA00101458,Q17566233,Caborde,3,1980-11-13 ,fr:Caborde de Chaudanne,6.012225,6.013675,47.2272,47.22634
47.2362,6.0288,building,C18,PA00101505,Q3145626,Hôtel Petit de Marivat,3,1942-07-08 ,fr:Hôtel Petit de Marivat,6.028075,6.0295250000000005,47.23663,47.235769999999995
47.2348,6.0248,building,C18,PA00101560,Q22952915,,3,1937-10-28 ,,6.024075,6.025525,47.23523,47.23437
47.2347,6.0297,city_gate,,PA00101607,Q99218,Porte Noire,2,1840 ,fr:Porte Noire (Besançon),6.028975,6.030425,47.23513,47.234269999999995
47.2353,6.0239,,C17,PA00101609,Q3114827,Séminaire (ancien),3,1926-03-17 ,fr:Grand séminaire de Besançon,6.023175,6.024625,47.235730000000004,47.23487
47.2231,6.0346,,,PA00135329,Q787790,Lunette de Trois-Châtels,3,1995-12-28 ,fr:Lunettes de Trois-Châtels et de Tousey,6.033875,6.035325,47.223530000000004,47.22267
47.2379,6.0243,building,C16,PA00101510,Q3146129,Hôtel de ville,2,1912-12-17 ,fr:Hôtel de ville de Besançon,6.023575,6.025025,47.238330000000005,47.23747
47.2375,6.0327,dovecote,yes,PA00101467,Q3533286,Colombier militaire ou Bastion Bregille,2,1942-10-26 ,fr:Tour de Bregille,6.031975,6.033425,47.23793,47.237069999999996
47.227,6.0234,fort,C18,PA25000001,Q3078157,Fort Chaudanne,3,1996-05-30 ,fr:Fort de Chaudanne,6.022675,6.024125,47.22743,47.226569999999995
47.2426,6.024,tower,yes,PA00101612,Q3533601,Tour de la Pelotte,2,1942-10-21 ,fr:Tour de la Pelote,6.023275,6.024725,47.243030000000005,47.24217
49.098705,1.491912,,C15,PA00099619,Q22950894,Ancienne église,3,1926-05-08 ,,1.4911869999999998,1.492637,49.099135000000004,49.098275
49.240758,1.199347,farm,C15,PA00099549,Q22950724,Ferme de la Haute-Crémonville,3,1978-09-06 ,,1.1986219999999999,1.200072,49.241188,49.240328
49.21267,1.16772,building,C15,PA00099472,Q22950471,Maison à pans de bois,3,1932-10-04 ,,1.166995,1.1684450000000002,49.213100000000004,49.21224
49.0633,0.8714,place_of_worship,christian,PA00099514,Q22950618,Église du Plessis,2,1921-04-23 ,,0.870675,0.8721249999999999,49.06373,49.06287
49.30647,0.40705,place_of_worship,christian,PA00099481,Q22950514,Église Saint-Pierre,3,2013-07-17 ,,0.40632500000000005,0.407775,49.3069,49.306039999999996
49.1683,0.8594,castle,,PA00099497,Q2242114,Château du Champ-de-Bataille,,,fr:Château du Champ de Bataille,0.8586750000000001,0.860125,49.168730000000004,49.16787
49.305696,1.153543,,C12,PA00099521,Q22950634,Anciens remparts,,,,1.152818,1.154268,49.306126,49.305265999999996
49.1517,1.6364,,C13,PA00099630,Q22950907,Ancienne abbaye du Trésor-Notre-Dame,,,fr:Abbaye Notre-Dame du Trésor,1.635675,1.6371250000000002,49.15213,49.15127
49.220787,1.133872,,C16,PA00099473,Q22950474,Ancien prieuré Saint-Lubin,3,1935-08-23 ,,1.133147,1.134597,49.221217,49.220357
49.207382,1.054692,wayside_cross,C16,PA00099579,Q22950826,Croix,3,1977-06-06 ,,1.0539669999999999,1.055417,49.207812000000004,49.206952
49.137631,0.457639,,C19,PA27000035,Q22976551,Demeure dite château Lécuyer,3,1999-04-27 ,,0.45691400000000004,0.458364,49.138061,49.137201
49.088907,1.606954,,C13,PA00099638,Q22950913,Ancien prieuré Saint-Nicaise,3,1991-10-24 ,,1.606229,1.607679,49.089337,49.088477
49.35692,0.53921,castle,C17,PA00099478,Q22950499,Château de Bonneboscq,,,,0.538485,0.5399349999999999,49.357350000000004,49.35649
48.9576,0.4705,castle,C17,PA00099491,Q22950548,Château de Lusigneul,3,1984-05-23 ,,0.469775,0.47122499999999995,48.95803,48.95717
49.40174,0.42149,place_of_worship,christian,PA00099421,Q22950363,,3,1927-12-26 ,,0.420765,0.42221499999999995,49.40217,49.401309999999995
49.2383,1.1908,archaeological_site,megalith,PA00099550,Q22950727,Menhir au bord du chemin n° 11,2,1927-06-27 ,fr:Menhir de la Basse Crémonville,1.190075,1.1915250000000002,49.238730000000004,49.23787
48.93709,0.481381,castle,C11,PA00099631,Q22950908,Château féodal,3,1989-09-18 ,,0.480656,0.482106,48.93752,48.936659999999996
49.0775,1.5236,place_of_worship,christian,PA00099434,Q3585258,Église Sainte-Radegonde,3,2009-04-16 ,fr:Église Sainte-Radegonde de Giverny,1.522875,1.5243250000000002,49.07793,49.07707
49.1683,0.8594,castle,C17,PA00099562,Q2242114,Château du Champ-de-Bataille (également sur commune de Le Neubourg),,,fr:Château du Champ de Bataille,0.8586750000000001,0.860125,49.168730000000004,49.16787
49.14548065,1.153498365,castle,C18,PA00099301,Q22950211,Château d'Amfreville (également sur commune d'Acquigny),,,,1.1527733649999998,1.154223365,49.145910650000005,49.14505065
49.02331,1.14749,,C14,PA00132692,Q22969351,Ancien couvent des Cordeliers,3,1994-06-06 ,,1.1467649999999998,1.148215,49.023740000000004,49.02288
49.1480838,1.357968,castle,C18,PA27000088,,Château de Couvicourt,3,2015-10-20 ,,1.357243,1.3586930000000002,49.1485138,49.1476538
48.84448,1.16411,place_of_worship,christian,PA27000014,Q22976508,Église Saint-Martin,3,1996-11-08 ,,1.163385,1.164835,48.84491,48.844049999999996
49.13002,0.71959,yes,C11,PA00099417,Q22950360,Chapelle Saint-Eloi,3,1936-10-26 ,,0.718865,0.7203149999999999,49.13045,49.12959
49.3046,1.1539,,C17,PA27000056,Q22976584,Ancien bailliage,3,2003-02-05 ,,1.1531749999999998,1.154625,49.30503,49.30417
48.885,1.457,castle,C10,PA00099460,Q2968287,,2,1990-02-08 ,fr:Château d'Ivry-la-Bataille,1.456275,1.4577250000000002,48.88543,48.88457
49.02457,1.151724,,,PA00099406,Q22950337,Ancien immeuble Gomel,2,1937-04-19 ,,1.1509989999999999,1.152449,49.025,49.024139999999996
49.09666,0.945243,,C15,PA00099643,Q22950919,Ancienne commanderie de templiers de Saint-Etienne-de-Renneville,3,1992-10-23 ,fr:Commanderie de Saint-Étienne-de-Renneville,0.9445180000000001,0.945968,49.09709,49.09623
49.356,0.8973,,C16,PA27000058,Q22976588,"Ancienne auberge du Grand Chouquet Royal, dite aussi auberge du Pérou",3,2004-05-11 ,fr:Auberge du Grand Chouquet Royal,0.896575,0.898025,49.35643,49.35557
49.1229,0.7084,archaeological_site,megalith,PA00099639,Q22950915,Menhir du Croc,3,1991-07-17 ,fr:Menhir du Croc,0.707675,0.709125,49.12333,49.12247
48.9501,1.1036,,,PA00099321,Q22950231,Alignement de trois menhirs,2,1975-07-23 ,fr:Alignement des Bruyères,1.1028749999999998,1.104325,48.95053,48.94967
49.093383,1.48593,building,C15,PA00099622,Q3280077,Maison à pans de bois dite Maison du Temps Jadis,2,1924-08-06 ,fr:Maison du Temps Jadis,1.4852049999999999,1.486655,49.093813000000004,49.092953
48.7382,0.9296,building,C15,PA00099610,Q22950884,Maison à pans de bois,3,1937-04-28 ,fr:Maison à pans de bois,0.928875,0.930325,48.73863,48.73777
48.97774,0.78596,building,C16,PA00099414,Q22950357,Maison du 16e siècle,3,1926-10-01 ,,0.785235,0.786685,48.97817,48.977309999999996
48.9437,1.4181,castle,C17,PA00099499,Q22950561,Château de la Folletière,3,1951-05-22 ,,1.4173749999999998,1.418825,48.94413,48.94327
